text_length,word_count,avg_word_length,max_token_length,uppercase_ratio,digit_ratio,punct_ratio,line_count,non_ascii_ratio,zero_width_count,url_count,trigger_keyword_count,role_keyword_count,delimiter_marker_count,has_base64_blob,label,family_l2,technique_l3,target_delta,objective,domain,multi_turn,obfuscation,language,carrier,template_group,source
47,7,5.857,11,0.027,0.0,0.0851,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,garbled_text,delta2,,medical,0,garbled_text,en,clinical_prompt,garbled_text__s1,transform_aug
52,6,7.833,16,0.0238,0.0,0.0962,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,garbled_text,delta2,,medical,0,garbled_text,en,clinical_prompt,garbled_text__s2,transform_aug
52,7,6.571,12,0.0244,0.0,0.0962,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,garbled_text,delta2,,medical,0,garbled_text,en,clinical_prompt,garbled_text__s2,transform_aug
52,7,6.571,12,0.0244,0.0,0.0962,1,0.0,0,0,2,0,0,0,injection,instruction_reformulation,garbled_text,delta2,,medical,0,garbled_text,en,clinical_prompt,garbled_text__s2,transform_aug
46,7,5.714,11,0.0278,0.0,0.087,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,garbled_text,delta2,,medical,0,garbled_text,en,clinical_prompt,garbled_text__s3,transform_aug
46,6,6.833,11,0.0278,0.0,0.1087,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,garbled_text,delta2,,medical,0,garbled_text,en,clinical_prompt,garbled_text__s3,transform_aug
46,7,5.714,11,0.0286,0.0,0.1087,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,garbled_text,delta2,,medical,0,garbled_text,en,clinical_prompt,garbled_text__s3,transform_aug
46,7,5.714,9,0.0278,0.0,0.087,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,garbled_text,delta2,,medical,0,garbled_text,en,clinical_prompt,garbled_text__s4,transform_aug
46,7,5.714,9,0.0278,0.0,0.087,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,garbled_text,delta2,,medical,0,garbled_text,en,clinical_prompt,garbled_text__s4,transform_aug
46,5,8.4,15,0.0263,0.0,0.087,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,garbled_text,delta2,,medical,0,garbled_text,en,clinical_prompt,garbled_text__s4,transform_aug
41,6,6.0,11,0.0312,0.0,0.0976,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,garbled_text,delta2,,medical,0,garbled_text,en,clinical_prompt,garbled_text__s5,transform_aug
41,5,7.4,11,0.0303,0.0,0.0976,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,garbled_text,delta2,,medical,0,garbled_text,en,clinical_prompt,garbled_text__s5,transform_aug
41,6,6.0,11,0.0312,0.0,0.0976,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,garbled_text,delta2,,medical,0,garbled_text,en,clinical_prompt,garbled_text__s5,transform_aug
46,9,4.222,6,0.0294,0.0,0.087,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,garbled_text,delta2,,medical,0,garbled_text,en,clinical_prompt,garbled_text__s6,transform_aug
46,9,4.222,6,0.0294,0.0,0.087,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,garbled_text,delta2,,medical,0,garbled_text,en,clinical_prompt,garbled_text__s6,transform_aug
46,8,4.875,9,0.0286,0.0,0.087,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,garbled_text,delta2,,medical,0,garbled_text,en,clinical_prompt,garbled_text__s6,transform_aug
49,6,7.333,17,0.0244,0.0,0.0612,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,garbled_text,delta2,,medical,0,garbled_text,en,clinical_prompt,garbled_text__s7,transform_aug
49,4,11.5,21,0.0244,0.0,0.102,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,garbled_text,delta2,,medical,0,garbled_text,en,clinical_prompt,garbled_text__s7,transform_aug
49,6,7.333,17,0.025,0.0,0.0816,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,garbled_text,delta2,,medical,0,garbled_text,en,clinical_prompt,garbled_text__s7,transform_aug
57,8,6.25,10,0.0204,0.0,0.0175,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s0,transform_aug
57,8,6.25,10,0.0204,0.0,0.0175,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s0,transform_aug
57,8,6.25,10,0.0204,0.0,0.0175,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s0,transform_aug
47,7,5.857,11,0.025,0.0,0.0213,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s1,transform_aug
47,7,5.857,11,0.025,0.0,0.0213,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s1,transform_aug
47,7,5.857,11,0.025,0.0,0.0213,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s1,transform_aug
52,7,6.571,12,0.0222,0.0,0.0192,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s2,transform_aug
52,7,6.571,12,0.0222,0.0,0.0192,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s2,transform_aug
52,7,6.571,12,0.0222,0.0,0.0192,1,0.0,0,0,2,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s2,transform_aug
46,7,5.714,11,0.0263,0.0,0.0435,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s3,transform_aug
46,7,5.714,11,0.0263,0.0,0.0435,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s3,transform_aug
46,7,5.714,11,0.0263,0.0,0.0435,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s3,transform_aug
46,7,5.714,9,0.0256,0.0,0.0217,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s4,transform_aug
46,7,5.714,9,0.0256,0.0,0.0217,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s4,transform_aug
46,7,5.714,9,0.0256,0.0,0.0217,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s4,transform_aug
41,6,6.0,11,0.0286,0.0,0.0244,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s5,transform_aug
41,6,6.0,11,0.0286,0.0,0.0244,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s5,transform_aug
41,6,6.0,11,0.0286,0.0,0.0244,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s5,transform_aug
46,9,4.222,6,0.027,0.0,0.0217,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s6,transform_aug
46,9,4.222,6,0.027,0.0,0.0217,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s6,transform_aug
46,9,4.222,6,0.027,0.0,0.0217,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s6,transform_aug
49,6,7.333,17,0.0233,0.0,0.0204,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s7,transform_aug
49,6,7.333,17,0.0233,0.0,0.0204,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s7,transform_aug
49,6,7.333,17,0.0233,0.0,0.0204,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,typo_injection,delta2,,medical,0,typo_injection,en,clinical_prompt,typo_injection__s7,transform_aug
73,8,8.25,12,0.0152,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s0,transform_aug
73,8,8.25,12,0.0152,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s0,transform_aug
73,8,8.25,12,0.0152,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s0,transform_aug
61,7,7.857,13,0.0182,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s1,transform_aug
61,7,7.857,13,0.0182,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s1,transform_aug
61,7,7.857,13,0.0182,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s1,transform_aug
66,7,8.571,15,0.0167,0.0,0.0,1,0.0,0,0,2,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s2,transform_aug
66,7,8.571,15,0.0167,0.0,0.0,1,0.0,0,0,2,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s2,transform_aug
66,7,8.571,15,0.0167,0.0,0.0,1,0.0,0,0,2,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s2,transform_aug
61,7,7.857,14,0.0182,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s3,transform_aug
61,7,7.857,14,0.0182,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s3,transform_aug
61,7,7.857,14,0.0182,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s3,transform_aug
60,7,7.714,11,0.0185,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s4,transform_aug
60,7,7.714,11,0.0185,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s4,transform_aug
60,7,7.714,11,0.0185,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s4,transform_aug
53,6,8.0,12,0.0208,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s5,transform_aug
53,6,8.0,12,0.0208,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s5,transform_aug
53,6,8.0,12,0.0208,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s5,transform_aug
64,9,6.222,9,0.0179,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s6,transform_aug
64,9,6.222,9,0.0179,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s6,transform_aug
64,9,6.222,9,0.0179,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s6,transform_aug
61,6,9.333,19,0.0179,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s7,transform_aug
61,6,9.333,19,0.0179,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s7,transform_aug
61,6,9.333,19,0.0179,0.0,0.0,1,0.0,0,0,0,0,0,0,injection,natural_language_manipulation,pig_latin_transformation,delta2,,medical,0,pig_latin_transformation,en,clinical_prompt,pig_latin_transformation__s7,transform_aug
48,8,5.125,8,0.025,0.0,0.0208,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s0,transform_aug
46,8,4.875,8,0.0263,0.0,0.0217,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s0,transform_aug
50,8,5.375,9,0.0238,0.0,0.02,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s0,transform_aug
38,7,4.571,7,0.0323,0.0,0.0263,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s1,transform_aug
40,7,4.857,9,0.0303,0.0,0.025,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s1,transform_aug
40,7,4.857,7,0.0303,0.0,0.025,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s1,transform_aug
47,7,5.857,11,0.025,0.0,0.0213,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s2,transform_aug
46,7,5.714,10,0.0256,0.0,0.0217,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s2,transform_aug
45,7,5.571,10,0.0263,0.0,0.0222,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s2,transform_aug
41,6,5.833,10,0.0303,0.0,0.0488,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s3,transform_aug
38,7,4.571,9,0.0333,0.0,0.0526,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s3,transform_aug
36,6,5.0,8,0.0357,0.0,0.0556,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s3,transform_aug
37,7,4.429,8,0.0333,0.0,0.027,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s4,transform_aug
40,7,4.857,8,0.0303,0.0,0.025,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s4,transform_aug
39,7,4.714,9,0.0312,0.0,0.0256,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s4,transform_aug
32,6,4.5,8,0.0385,0.0,0.0312,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s5,transform_aug
33,5,5.6,9,0.037,0.0,0.0303,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s5,transform_aug
37,5,6.4,10,0.0323,0.0,0.027,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s5,transform_aug
38,9,3.333,5,0.0345,0.0,0.0263,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s6,transform_aug
41,9,3.667,6,0.0,0.0,0.0244,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s6,transform_aug
37,9,3.222,6,0.0,0.0,0.027,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s6,transform_aug
39,6,5.667,12,0.0303,0.0,0.0256,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s7,transform_aug
41,6,6.0,12,0.0,0.0,0.0244,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s7,transform_aug
41,6,6.0,13,0.0,0.0,0.0244,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,orthographic_manipulation,delta2,,medical,0,orthographic_manipulation,en,clinical_prompt,orthographic_manipulation__s7,transform_aug
56,8,6.125,9,0.0,0.0,0.0179,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,phonetic_respelling,delta2,,medical,0,phonetic_respelling,en,clinical_prompt,phonetic_respelling__s0,transform_aug
56,8,6.125,9,0.0,0.0,0.0179,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,phonetic_respelling,delta2,,medical,0,phonetic_respelling,en,clinical_prompt,phonetic_respelling__s0,transform_aug
56,8,6.125,9,0.0,0.0,0.0179,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,phonetic_respelling,delta2,,medical,0,phonetic_respelling,en,clinical_prompt,phonetic_respelling__s0,transform_aug
47,7,5.857,11,0.0,0.0,0.0213,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,phonetic_respelling,delta2,,medical,0,phonetic_respelling,en,clinical_prompt,phonetic_respelling__s1,transform_aug
47,7,5.857,11,0.0,0.0,0.0213,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,phonetic_respelling,delta2,,medical,0,phonetic_respelling,en,clinical_prompt,phonetic_respelling__s1,transform_aug
47,7,5.857,11,0.0,0.0,0.0213,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,phonetic_respelling,delta2,,medical,0,phonetic_respelling,en,clinical_prompt,phonetic_respelling__s1,transform_aug
52,7,6.571,12,0.0,0.0,0.0192,1,0.0,0,0,0,0,0,0,injection,instruction_reformulation,phonetic_respelling,delta2,,medical,0,phonetic_respelling,en,clinical_prompt,phonetic_respelling__s2,transform_aug
